Id,Name,Submitted-At,Started-At,Stopped-At,Op-Info,State,Detailed State
w111,s3-gyc,2018-06-27 16:23:42,2018-06-27 16:35:42,2018-06-27 16:40:45,read,finished,queuing @ 2018-06-27 16:23:42,processing @ 2018-06-27 16:35:42,finished @ 2018-06-27 16:40:45
w113,s3-gyc,2018-06-27 16:50:58,,2018-06-27 16:51:08,read,cancelled,queuing @ 2018-06-27 16:50:58,cancelled @ 2018-06-27 16:51:08
w112,s3-gyc,2018-06-27 16:50:56,2018-06-27 16:50:56,2018-06-27 17:03:06,init write,finished,queuing @ 2018-06-27 16:50:56,processing @ 2018-06-27 16:50:56,finished @ 2018-06-27 17:03:06
w114,s3-gyc,2018-06-27 16:51:14,2018-06-27 17:03:07,2018-06-27 17:05:15,read,terminated,queuing @ 2018-06-27 16:51:14,processing @ 2018-06-27 17:03:07,terminated @ 2018-06-27 17:05:15
w115,s3-gyc,2018-06-27 17:06:41,2018-06-27 17:06:41,2018-06-27 17:08:49,read,terminated,queuing @ 2018-06-27 17:06:41,processing @ 2018-06-27 17:06:41,terminated @ 2018-06-27 17:08:49
w116,s3-gyc,2018-06-27 17:11:13,2018-06-27 17:11:13,2018-06-27 17:12:51,read,finished,queuing @ 2018-06-27 17:11:13,processing @ 2018-06-27 17:11:13,finished @ 2018-06-27 17:12:51
w117,s3-gyc,2018-06-27 17:23:08,2018-06-27 17:23:08,2018-06-27 17:26:07,read,cancelled,queuing @ 2018-06-27 17:23:08,processing @ 2018-06-27 17:23:08,cancelled @ 2018-06-27 17:26:07
w118,s3-gyc,2018-06-27 17:26:13,2018-06-27 17:26:13,2018-06-27 17:31:16,read,terminated,queuing @ 2018-06-27 17:26:13,processing @ 2018-06-27 17:26:13,terminated @ 2018-06-27 17:31:16
w119,s3-gyc,2018-06-27 17:32:30,2018-06-27 17:32:30,2018-06-27 17:37:33,read,terminated,queuing @ 2018-06-27 17:32:30,processing @ 2018-06-27 17:32:30,terminated @ 2018-06-27 17:37:33
w120,s3-gyc,2018-06-27 17:38:24,2018-06-27 17:38:24,2018-06-27 17:48:49,init write,finished,queuing @ 2018-06-27 17:38:24,processing @ 2018-06-27 17:38:24,finished @ 2018-06-27 17:48:49
