Id,Op-Name,Op-Count,Byte-Count,Worker-Count,Avg-ResTime,Avg-ProcTime,60%-ResTime,80%-ResTime,90%-ResTime,95%-ResTime,99%-ResTime,100%-ResTime,Throughput,Bandwidth,Succ-Ratio,Config-Info
w148-s1-read-4,read,0,0,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) timeout=30000
w148-s1-read-5,read,0,0,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) timeout=30000
w148-s1-read-6,read,0,0,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) timeout=30000
w149-s1-read-1,read,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) timeout=30000
w149-s1-read-2,read,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) timeout=30000
w149-s1-read-3,read,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) timeout=30000
w150-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-4200)
w150-s2-write-1,write,493436,1938388000,64,77.43,76.56,30,50,70,120,2110,76240,822.48,3230909.05,100%,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) sizes=c(4)KB
w150-s2-write-2,write,237205,912152000,64,160.2,153.32,30,50,80,190,2110,86070,395.43,1520524.92,100%,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) sizes=c(4)KB
w150-s2-write-3,write,290547,1124456000,64,130.99,126.95,30,50,80,150,2110,92440,484.37,1874502.92,100%,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) sizes=c(4)KB
w150-s2-write-4,write,318212,1237336000,64,119.7,116.93,30,50,80,150,2110,83860,530.54,2062916.1,100%,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) sizes=c(4)KB
w150-s2-write-5,write,254262,980240000,64,149.72,144.87,30,50,80,180,2110,76250,423.85,1633955.51,100%,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) sizes=c(4)KB
w150-s2-write-6,write,245548,944212000,64,154.92,150.61,30,50,80,210,2110,83670,409.3,1573822.53,100%,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) sizes=c(4)KB
w151-s1-read-1,read,120892,483568000,48,42.18,3.13,50,50,50,50,50,130,403.01,1612031.8,96.49%,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) timeout=30000
w151-s1-read-2,read,92408,369632000,45,42.2,3.15,50,50,50,50,50,130,308.05,1232192.94,95.31%,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) timeout=30000
w151-s1-read-3,read,170758,683032000,57,42.16,3.1,50,50,50,50,50,130,569.23,2276938.42,97.33%,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) timeout=30000
w151-s1-read-4,read,142327,569308000,51,42.15,3.09,50,50,50,50,50,130,474.47,1897867.95,97%,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) timeout=30000
w151-s1-read-5,read,120917,483668000,49,42.17,3.12,50,50,50,50,50,130,403.09,1612346.21,96.38%,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) timeout=30000
w151-s1-read-6,read,64055,256220000,42,42.15,3.09,50,50,50,50,50,130,213.53,854137.83,93.18%,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) timeout=30000
w152-s1-init-1,init-write,0,0,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-4200)
w152-s2-write-1,write,476719,1889168000,64,39.64,38.04,20,20,20,20,60,85830,1589.15,6297420.31,100%,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) sizes=c(4)KB
w152-s2-write-2,write,473913,1877336000,64,39.83,38.22,20,20,20,20,110,76400,1579.8,6258025.9,100%,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) sizes=c(4)KB
w152-s2-write-3,write,445958,1764968000,64,42.24,40.59,20,20,20,20,2110,83650,1486.62,5883458.54,100%,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) sizes=c(4)KB
w152-s2-write-4,write,110873,425704000,64,169.72,161.9,50,50,50,60,2120,78680,369.67,1419214.38,100%,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) sizes=c(4)KB
w152-s2-write-5,write,109458,419556000,64,173.62,168.17,50,50,50,60,2120,76380,364.92,1398633.43,100%,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) sizes=c(4)KB
w152-s2-write-6,write,151381,586688000,64,125.67,122.25,50,50,50,50,2110,76380,504.68,1955808.08,100%,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) sizes=c(4)KB
w153-s1-read-1,read,0,0,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) timeout=30000
w153-s1-read-2,read,0,0,32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) timeout=30000
w153-s1-read-3,read,0,0,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) timeout=30000
w153-s1-read-4,read,0,0,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) timeout=30000
w153-s1-read-5,read,0,0,36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) timeout=30000
w153-s1-read-6,read,0,0,39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) timeout=30000
w154-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-4200)
w154-s2-write-1,write,3596,0,31,2109.93,2109.93,2120,2120,2120,2130,2280,2900,14.69,0,100%,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) sizes=c(4)KB
w154-s2-write-2,write,3712,0,32,2109.83,2109.83,2120,2120,2120,2130,2280,2930,15.16,0,100%,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) sizes=c(4)KB
w154-s2-write-3,write,3828,0,33,2110.01,2110.01,2120,2120,2120,2130,2260,2930,15.64,0,100%,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) sizes=c(4)KB
w154-s2-write-4,write,2573,208000,43,2103.89,2098.62,2110,2120,2120,2120,2310,3320,10.51,849.57,11.22%,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) sizes=c(4)KB
w154-s2-write-5,write,3712,0,42,2110.37,2110.37,2110,2120,2120,2120,2300,3320,15.16,0,3.74%,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) sizes=c(4)KB
w154-s2-write-6,write,2436,0,32,2110.3,2110.3,2110,2120,2120,2120,2290,3310,9.95,0,2.48%,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) sizes=c(4)KB
w155-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-4200)
w155-s2-write-1,write,485249,1905780000,64,78.96,78.96,20,40,150,260,2110,2200,808.87,3176678.17,100%,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) sizes=c(4)KB
w155-s2-write-2,write,483512,1897696000,64,79.25,79.25,20,50,140,250,2110,2190,805.95,3163112.46,100%,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) sizes=c(4)KB
w155-s2-write-3,write,474011,1858556000,64,80.83,80.83,20,50,140,250,2110,2190,790.15,3097981.79,100%,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) sizes=c(4)KB
w155-s2-write-4,write,487293,1911940000,64,78.62,78.62,20,50,130,230,2110,2610,812.38,3187350.95,100%,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) sizes=c(4)KB
w155-s2-write-5,write,489777,1922992000,64,78.22,78.22,20,40,140,240,2110,2630,816.57,3205995.43,100%,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) sizes=c(4)KB
w155-s2-write-6,write,491222,1929896000,64,78,78,20,50,140,250,2110,2610,818.98,3217510.54,100%,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) sizes=c(4)KB
w156-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-4200)
w156-s2-write-1,write,458782,1799912000,64,83.54,83.54,30,50,110,300,2110,2250,764.72,3000097.87,100%,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) sizes=c(4)KB
w156-s2-write-2,write,440177,1724356000,64,87.08,87.08,30,50,120,300,2110,2250,733.73,2874268.14,100%,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) sizes=c(4)KB
w156-s2-write-3,write,379853,1481924000,64,100.92,100.92,30,50,160,400,2110,2260,633.18,2470158.62,100%,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) sizes=c(4)KB
w156-s2-write-4,write,457592,1792880000,64,83.74,83.74,30,50,110,250,2110,2200,762.72,2988291.99,100%,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) sizes=c(4)KB
w156-s2-write-5,write,499753,1962660000,64,76.67,76.67,30,50,100,200,2110,2180,832.98,3271239.37,100%,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) sizes=c(4)KB
w156-s2-write-6,write,491581,1931108000,64,77.95,77.95,30,50,110,240,2110,2180,819.38,3218725.06,100%,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) sizes=c(4)KB
w157-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-4200)
w157-s2-write-1,write,409130,1601304000,64,93.68,93.68,30,40,100,430,2110,2260,682.05,2669415.75,100%,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) sizes=c(4)KB
w157-s2-write-2,write,389783,1522780000,64,98.33,98.33,30,50,110,440,2110,2250,649.81,2538572.89,100%,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) sizes=c(4)KB
w157-s2-write-3,write,316483,1228444000,64,121.13,121.13,30,50,270,540,2110,2270,527.62,2047904.4,100%,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) sizes=c(4)KB
w157-s2-write-4,write,408044,1594688000,64,93.91,93.91,30,50,120,350,2110,2180,680.19,2658199.52,100%,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) sizes=c(4)KB
w157-s2-write-5,write,474564,1861904000,64,80.74,80.74,30,40,90,270,2110,2190,791.06,3103564.81,100%,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) sizes=c(4)KB
w157-s2-write-6,write,457160,1793424000,64,83.82,83.82,30,40,90,330,2110,2190,762.1,2989621.6,100%,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) sizes=c(4)KB
w158-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-4200)
w158-s2-write-1,write,558,0,31,2125.75,2125.75,2120,2120,2140,2790,2940,2970,14.57,0,100%,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) sizes=c(4)KB
w158-s2-write-2,write,608,344000,64,2081.48,2041.57,2120,2120,2150,2780,2880,2970,15.87,8979.71,52.78%,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) sizes=c(4)KB
w158-s2-write-3,write,625,328000,64,2082.12,2045.76,2120,2120,2150,2780,2940,2970,16.31,8565.41,54.25%,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) sizes=c(4)KB
w158-s2-write-4,write,629,248000,64,2052.17,2035.23,2120,2130,2170,2250,2980,3050,16.41,6470.86,54.41%,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) sizes=c(4)KB
w158-s2-write-5,write,614,256000,64,2042.62,2024.68,2120,2130,2150,2240,2970,3060,16.02,6676.96,53.02%,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) sizes=c(4)KB
w158-s2-write-6,write,594,264000,64,2048.66,2029.57,2120,2130,2160,2250,3030,3070,15.49,6886.05,51.43%,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) sizes=c(4)KB
w159-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-4200)
w159-s2-write-1,write,930,0,31,2072.01,2072.01,2130,2140,2150,2170,2190,2220,14.96,0,100%,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) sizes=c(4)KB
w159-s2-write-2,write,960,0,32,2072.38,2072.38,2120,2130,2150,2180,2240,2350,15.44,0,100%,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) sizes=c(4)KB
w159-s2-write-3,write,990,0,33,2072.78,2072.78,2130,2140,2160,2190,2220,2250,15.92,0,100%,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) sizes=c(4)KB
w159-s2-write-4,write,990,0,33,2072.5,2072.5,2120,2130,2140,2150,2170,2190,15.92,0,100%,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) sizes=c(4)KB
w159-s2-write-5,write,960,0,32,2072.71,2072.71,2120,2130,2140,2150,2180,2200,15.44,0,100%,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) sizes=c(4)KB
w159-s2-write-6,write,930,0,31,2072.65,2072.65,2120,2130,2140,2150,2180,2210,14.95,0,100%,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) sizes=c(4)KB
w160-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-4200)
w160-s2-write-1,write,651,0,31,2148.53,2148.53,2130,2140,2190,2380,2930,3060,14.41,0,100%,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) sizes=c(4)KB
w160-s2-write-2,write,672,0,32,2150.73,2150.73,2130,2150,2200,2340,2920,3010,14.86,0,100%,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) sizes=c(4)KB
w160-s2-write-3,write,693,0,43,2150.98,2150.98,2130,2140,2190,2380,2930,3040,15.33,0,1.91%,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) sizes=c(4)KB
w160-s2-write-4,write,231,0,22,2148.71,2148.71,2130,2150,2220,2350,3400,3520,5.11,0,0.72%,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) sizes=c(4)KB
w160-s2-write-5,write,210,0,10,2149.33,2149.33,2130,2150,2200,2330,3510,3540,4.65,0,100%,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) sizes=c(4)KB
w160-s2-write-6,write,451,0,21,2103.1,2103.1,2130,2150,2180,2360,3390,3530,9.98,0,100%,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) sizes=c(4)KB
w161-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-4200)
w162-s1-init-1,init-write,0,0,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-4200)
w163-s1-init-1,init-write,0,0,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-4200)
w163-s2-write-1,write,1519,0,31,2070.9,2070.9,2110,2120,2120,2120,2140,2180,14.97,0,100%,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) sizes=c(4)KB
w163-s2-write-2,write,1568,0,32,2071.78,2071.78,2110,2120,2120,2120,2150,2190,15.44,0,100%,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) sizes=c(4)KB
w163-s2-write-3,write,1617,0,33,2071.75,2071.75,2110,2120,2120,2120,2160,2180,15.93,0,100%,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) sizes=c(4)KB
w164-s1-init-1,init-write,0,0,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-4200)
w165-s1-init-1,init-write,0,0,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-4200)
w166-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-4200)
w166-s2-write-1,write,145386,564060000,64,131.51,131.51,40,70,180,650,2110,3040,485.18,1882113.73,100%,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) sizes=c(4)KB
w166-s2-write-2,write,146221,566836000,64,130.7,130.7,40,70,170,590,2110,3040,488.32,1892764.29,100%,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) sizes=c(4)KB
w166-s2-write-3,write,175156,682012000,64,109.09,109.09,40,70,120,250,2110,3040,584.89,2277155.29,100%,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) sizes=c(4)KB
w166-s2-write-4,write,215305,861220000,64,88.61,88.61,40,70,140,290,1460,5110,721.33,2885334.77,100%,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) sizes=c(4)KB
w166-s2-write-5,write,163102,652664000,64,115.73,104.81,40,70,140,380,1670,123300,546.29,2186062.48,100%,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) sizes=c(4)KB
w166-s2-write-6,write,156913,628088000,64,119.03,100.78,40,70,140,350,1560,123280,524.91,2101213.73,100%,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) sizes=c(4)KB
w167-s1-read-1,read,35536,142144000,64,42.2,2.87,50,50,50,50,50,80,355.43,1421706.31,96.01%,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) timeout=30000
w167-s1-read-2,read,35529,142116000,64,42.21,2.87,50,50,50,50,50,90,355.39,1421573.2,95.87%,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) timeout=30000
w167-s1-read-3,read,49761,199044000,64,42.19,2.87,50,50,50,50,50,90,497.72,1990891.17,96.96%,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) timeout=30000
w167-s1-read-4,read,35526,142104000,64,42.21,2.87,50,50,50,50,50,100,355.35,1421398.19,96%,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) timeout=30000
w167-s1-read-5,read,45001,180004000,64,42.21,2.89,50,50,50,50,50,90,450.11,1800438.94,96.74%,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) timeout=30000
w167-s1-read-6,read,35526,142104000,64,42.21,2.89,50,50,50,50,50,100,355.33,1421336.55,95.75%,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) timeout=30000
w168-s1-read-1,read,40331,161324000,32,42.14,3,50,50,50,50,50,80,403.42,1613677.59,98.28%,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) timeout=30000
w168-s1-read-2,read,37967,151868000,32,42.13,2.99,50,50,50,50,50,70,379.73,1518903.11,98.06%,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) timeout=30000
w168-s1-read-3,read,35600,142400000,32,42.13,2.98,50,50,50,50,50,70,356.07,1424266.81,97.8%,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) timeout=30000
w168-s1-read-4,read,40335,161340000,32,42.14,2.99,50,50,50,50,50,90,403.41,1613653.44,98.28%,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) timeout=30000
w168-s1-read-5,read,37960,151840000,32,42.14,3,50,50,50,50,50,90,379.69,1518761.69,98.06%,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) timeout=30000
w168-s1-read-6,read,35603,142412000,32,42.12,2.98,50,50,50,50,50,70,356.09,1424358.33,97.81%,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) timeout=30000
w169-s1-read-1,read,40288,161152000,32,42.18,2.48,50,50,50,50,50,90,403,1612019.75,98.28%,100% cprefix=s3bucket containers=r(1-400) objects=r(1-100) timeout=30000
w169-s1-read-2,read,37913,151652000,32,42.19,2.49,50,50,50,50,50,100,379.24,1516977.97,98.06%,100% cprefix=s3bucket containers=r(701-1100) objects=r(101-200) timeout=30000
w169-s1-read-3,read,35558,142232000,32,42.17,2.46,50,50,50,50,50,90,355.7,1422791.45,97.8%,100% cprefix=s3bucket containers=r(1401-1800) objects=r(201-300) timeout=30000
w169-s1-read-4,read,40283,161132000,32,42.19,2.48,50,50,50,50,50,100,402.96,1611826.33,98.28%,100% cprefix=s3bucket containers=r(2101-2500) objects=r(301-400) timeout=30000
w169-s1-read-5,read,37922,151688000,32,42.18,2.47,50,50,50,50,50,100,379.32,1517299.15,98.06%,100% cprefix=s3bucket containers=r(2801-3200) objects=r(401-500) timeout=30000
w169-s1-read-6,read,35552,142208000,32,42.18,2.47,50,50,50,50,50,90,355.63,1422517.22,97.8%,100% cprefix=s3bucket containers=r(3501-3900) objects=r(501-600) timeout=30000
w170-s1-read-1,read,1884,7536000,1,42.31,2.38,50,50,50,50,50,100,23.63,94515.45,99.95%,100% cprefix=s3bucket containers=r(1401-1800) objects=r(201-300) timeout=30000
w170-s1-read-2,read,141338,565352000,7,3.94,3.84,10,10,10,10,10,50,1772.81,7091241.59,100%,100% cprefix=s3bucket containers=r(2101-2500) objects=r(301-400) timeout=30000
w170-s1-read-3,read,100953,403812000,5,3.94,3.84,10,10,10,10,10,40,1266.23,5064934.68,100%,100% cprefix=s3bucket containers=r(2801-3200) objects=r(401-500) timeout=30000
w170-s1-read-4,read,141070,564280000,7,3.95,3.84,10,10,10,10,10,60,1769.42,7077679.03,100%,100% cprefix=s3bucket containers=r(3501-3900) objects=r(501-600) timeout=30000
w171-s1-read-1,read,6705,26820000,1,4.7,4.59,10,10,10,10,20,70,212.03,848116.88,100%,100% cprefix=s3bucket containers=r(701-1100) objects=r(101-200) timeout=30000
w171-s1-read-2,read,39580,158320000,6,4.78,4.67,10,10,10,10,20,80,1249.61,4998446.64,99.98%,100% cprefix=s3bucket containers=r(1401-1800) objects=r(201-300) timeout=30000
w171-s1-read-3,read,1460,5840000,2,43.28,4.03,50,50,50,50,60,110,46.11,184459.85,99.86%,100% cprefix=s3bucket containers=r(2101-2500) objects=r(301-400) timeout=30000
w171-s1-read-4,read,13509,54036000,3,7.01,4.77,10,10,50,50,50,110,426.55,1706209.39,99.98%,100% cprefix=s3bucket containers=r(2801-3200) objects=r(401-500) timeout=30000
w171-s1-read-5,read,20713,82852000,5,7.62,4.72,10,10,50,50,50,110,654.01,2616047.74,99.98%,100% cprefix=s3bucket containers=r(3501-3900) objects=r(501-600) timeout=30000
w173-s1-read-1,read,337885,1351540000,19,5.61,3.61,10,10,10,20,50,2650,3378.92,13515673.54,100%,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) timeout=30000
w173-s1-read-2,read,355919,1423676000,17,4.77,3.63,10,10,10,10,50,2650,3559.28,14237116.95,100%,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) timeout=30000
w173-s1-read-3,read,201727,806908000,15,7.43,3.7,10,10,10,50,50,2650,2017.33,8069322.72,100%,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) timeout=30000
w173-s1-read-4,read,336078,1344312000,18,5.35,3.6,10,10,10,10,50,2650,3360.89,13443561.85,100%,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) timeout=30000
w173-s1-read-5,read,325365,1301460000,18,5.52,3.72,10,10,10,20,50,2650,3253.75,13015004.28,100%,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) timeout=30000
