Id,Op-Name,Op-Count,Byte-Count,Worker-Count,Avg-ResTime,Avg-ProcTime,60%-ResTime,80%-ResTime,90%-ResTime,95%-ResTime,99%-ResTime,100%-ResTime,Throughput,Bandwidth,Succ-Ratio,Config-Info
w27-s1-read-3,read,899,3596000000,64,1934.39,832.99,1790,2980,4210,5470,7070,9240,33.16,132659781.43,100%,100% cprefix=s3bucket containers=r(21-30) objects=r(2001-3000) timeout=30000
w27-s1-read-4,read,937,3748000000,64,1851.1,769.61,1810,2690,3440,4470,6350,8410,34.78,139129336.41,100%,100% cprefix=s3bucket containers=r(31-40) objects=r(3001-4000) timeout=30000
w27-s1-read-5,read,882,3528000000,64,1971.34,888.91,1840,2700,4190,5390,6580,7380,32.59,130372423.48,100%,100% cprefix=s3bucket containers=r(41-50) objects=r(4001-5000) timeout=30000
w27-s1-read-6,read,751,3004000000,64,2393.09,898.6,2470,3620,4340,5490,7380,8960,26.73,106928623.95,100%,100% cprefix=s3bucket containers=r(51-60) objects=r(5001-6000) timeout=30000
w28-s1-cleanup-1,cleanup-delete,360000,0,128,8.37,8.37,10,10,10,20,20,45550,19590.08,0,100%,100% cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) deleteContainer=false cprefix=s3bucket containers=r(1-60) objects=r(1-6000)
w28-s2-dispose-1,dispose-delete,0,0,128,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-60)
w29-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-60)
w29-s2-write-1,write,344763,1379052000,64,111.23,111.23,30,160,490,560,710,4000,574.79,2299145.59,100%,100% cprefix=s3bucket containers=r(1-10) objects=r(1-1000) sizes=c(4)KB
w29-s2-write-2,write,373961,1495844000,64,102.53,102.53,30,50,380,770,880,3960,623.55,2494181.69,100%,100% cprefix=s3bucket containers=r(11-20) objects=r(1001-2000) sizes=c(4)KB
w29-s2-write-3,write,336484,1345936000,64,113.92,113.92,30,40,350,960,1110,4010,561.23,2244933.98,100%,100% cprefix=s3bucket containers=r(21-30) objects=r(2001-3000) sizes=c(4)KB
w29-s2-write-4,write,402292,1609168000,64,95.29,95.29,20,50,380,640,880,4010,670.86,2683446.46,100%,100% cprefix=s3bucket containers=r(31-40) objects=r(3001-4000) sizes=c(4)KB
w29-s2-write-5,write,460144,1840576000,64,83.32,83.32,20,30,220,690,780,3860,767.06,3068247.37,100%,100% cprefix=s3bucket containers=r(41-50) objects=r(4001-5000) sizes=c(4)KB
w29-s2-write-6,write,359653,1438612000,64,106.63,106.63,30,270,420,480,580,4000,599.59,2398343.96,100%,100% cprefix=s3bucket containers=r(51-60) objects=r(5001-6000) sizes=c(4)KB
w30-s1-cleanup-1,cleanup-delete,360000,0,128,9.02,9.02,10,10,10,20,30,47290,17636.22,0,100%,100% cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) deleteContainer=false cprefix=s3bucket containers=r(1-60) objects=r(1-6000)
w30-s2-dispose-1,dispose-delete,0,0,128,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-60)
w31-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-60)
w33-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-60)
w33-s2-write-1,write,528749,2114996000,64,72.49,72.49,20,50,270,530,650,4170,881.53,3526120.03,100%,100% cprefix=s3bucket containers=r(1-10) objects=r(1-1000) sizes=c(4)KB
w33-s2-write-2,write,425556,1702224000,64,90.07,90.07,20,40,230,730,830,4060,709.67,2838690.59,100%,100% cprefix=s3bucket containers=r(11-20) objects=r(1001-2000) sizes=c(4)KB
w33-s2-write-3,write,431867,1727468000,64,88.74,88.74,20,40,300,720,820,3980,720.24,2880945.76,100%,100% cprefix=s3bucket containers=r(21-30) objects=r(2001-3000) sizes=c(4)KB
w33-s2-write-4,write,440297,1761188000,64,87.04,87.04,20,50,310,670,790,4110,734.27,2937094.34,100%,100% cprefix=s3bucket containers=r(31-40) objects=r(3001-4000) sizes=c(4)KB
w33-s2-write-5,write,477059,1908236000,64,80.34,80.34,20,50,260,610,760,3950,795.48,3181927.54,100%,100% cprefix=s3bucket containers=r(41-50) objects=r(4001-5000) sizes=c(4)KB
w33-s2-write-6,write,441549,1766196000,64,86.8,86.8,20,50,280,680,780,3940,736.32,2945277.39,100%,100% cprefix=s3bucket containers=r(51-60) objects=r(5001-6000) sizes=c(4)KB
w34-s1-read-1,read,451568,1806272000,64,42.51,3.3,50,50,50,50,50,230,1505.36,6021430.03,100%,100% cprefix=s3bucket containers=r(1-10) objects=r(1-1000) timeout=30000
w34-s1-read-2,read,451253,1805012000,64,42.54,3.34,50,50,50,50,50,250,1504.31,6017231.51,100%,100% cprefix=s3bucket containers=r(11-20) objects=r(1001-2000) timeout=30000
w34-s1-read-3,read,451444,1805776000,64,42.52,3.32,50,50,50,50,50,230,1504.95,6019791.85,100%,100% cprefix=s3bucket containers=r(21-30) objects=r(2001-3000) timeout=30000
w34-s1-read-4,read,451347,1805388000,64,42.53,3.32,50,50,50,50,50,220,1504.63,6018522.31,100%,100% cprefix=s3bucket containers=r(31-40) objects=r(3001-4000) timeout=30000
w34-s1-read-5,read,451408,1805632000,64,42.52,3.32,50,50,50,50,50,210,1504.83,6019333.74,100%,100% cprefix=s3bucket containers=r(41-50) objects=r(4001-5000) timeout=30000
w34-s1-read-6,read,451543,1806172000,64,42.51,3.3,50,50,50,50,50,210,1505.29,6021143.42,100%,100% cprefix=s3bucket containers=r(51-60) objects=r(5001-6000) timeout=30000
w35-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-60)
w36-s1-cleanup-1,cleanup-delete,360000,0,128,13.48,13.48,10,10,10,10,20,53150,11155.82,0,100%,100% cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) deleteContainer=false cprefix=s3bucket containers=r(1-60) objects=r(1-6000)
w36-s2-dispose-1,dispose-delete,0,0,128,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-60)
w37-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-60)
w37-s2-write-1,write,129711,16603008000,64,295.77,294.66,220,430,700,1060,2120,8880,216.27,27682334.75,100%,100% cprefix=s3bucket containers=r(1-10) objects=r(1-1000) sizes=c(128)KB
w37-s2-write-2,write,129073,16521344000,64,297.24,296.12,220,430,700,1050,2180,10470,215.19,27544693.44,100%,100% cprefix=s3bucket containers=r(11-20) objects=r(1001-2000) sizes=c(128)KB
w37-s2-write-3,write,128879,16496512000,64,297.7,296.58,230,430,700,1050,2180,10300,214.86,27502692.84,100%,100% cprefix=s3bucket containers=r(21-30) objects=r(2001-3000) sizes=c(128)KB
w37-s2-write-4,write,129532,16580096000,64,296.21,295.1,220,430,700,1060,2160,11020,215.95,27641907.55,100%,100% cprefix=s3bucket containers=r(31-40) objects=r(3001-4000) sizes=c(128)KB
w37-s2-write-5,write,126072,16137216000,64,304.3,303.19,230,440,710,1080,2190,8190,210.21,26906651.68,100%,100% cprefix=s3bucket containers=r(41-50) objects=r(4001-5000) sizes=c(128)KB
w37-s2-write-6,write,130137,16657536000,64,294.77,293.64,220,430,690,1030,2210,6500,216.99,27775344.21,100%,100% cprefix=s3bucket containers=r(51-60) objects=r(5001-6000) sizes=c(128)KB
w38-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-60)
w38-s2-write-1,write,162221,20764288000,64,236.49,235.37,180,350,540,780,1660,9610,270.46,34619175.15,100%,100% cprefix=s3bucket containers=r(1-10) objects=r(1-1000) sizes=c(128)KB
w38-s2-write-2,write,153830,19690240000,64,249.4,248.31,200,370,560,810,1670,8900,256.47,32828358.1,100%,100% cprefix=s3bucket containers=r(11-20) objects=r(1001-2000) sizes=c(128)KB
w38-s2-write-3,write,157070,20104960000,64,244.24,243.12,190,360,560,790,1600,11220,261.88,33520613.68,100%,100% cprefix=s3bucket containers=r(21-30) objects=r(2001-3000) sizes=c(128)KB
w38-s2-write-4,write,153385,19633280000,64,250.14,249.08,200,370,560,800,1670,8670,255.71,32731332.35,100%,100% cprefix=s3bucket containers=r(31-40) objects=r(3001-4000) sizes=c(128)KB
w38-s2-write-5,write,163643,20946304000,64,234.42,233.29,180,340,530,770,1710,10490,272.84,34924075.78,100%,100% cprefix=s3bucket containers=r(41-50) objects=r(4001-5000) sizes=c(128)KB
w38-s2-write-6,write,155860,19950080000,64,246.14,245.06,200,370,560,800,1660,5890,259.86,33262391.63,100%,100% cprefix=s3bucket containers=r(51-60) objects=r(5001-6000) sizes=c(128)KB
w39-s1-read-1,read,268722,34396416000,64,71.42,71.05,60,120,180,250,410,790,895.85,114668635.2,100%,100% cprefix=s3bucket containers=r(1-10) objects=r(1-1000) timeout=30000
w39-s1-read-2,read,275598,35276544000,64,69.64,69.23,60,110,160,240,420,930,918.76,117601775.16,100%,100% cprefix=s3bucket containers=r(11-20) objects=r(1001-2000) timeout=30000
w39-s1-read-3,read,275763,35297664000,64,69.6,69.19,60,110,170,240,430,850,919.31,117672223.05,100%,100% cprefix=s3bucket containers=r(21-30) objects=r(2001-3000) timeout=30000
w39-s1-read-4,read,269582,34506496000,64,71.19,70.8,60,120,190,250,420,940,898.76,115041372.27,100%,100% cprefix=s3bucket containers=r(31-40) objects=r(3001-4000) timeout=30000
w39-s1-read-5,read,274591,35147648000,64,69.9,69.5,60,120,170,230,420,1070,915.41,117172783.87,100%,100% cprefix=s3bucket containers=r(41-50) objects=r(4001-5000) timeout=30000
w39-s1-read-6,read,268301,34342528000,64,71.53,71.14,60,120,180,240,450,890,894.45,114490150.91,100%,100% cprefix=s3bucket containers=r(51-60) objects=r(5001-6000) timeout=30000
w40-s1-cleanup-1,cleanup-delete,360000,0,128,8.57,8.57,10,10,10,20,20,45750,19291.44,0,100%,100% cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) deleteContainer=false cprefix=s3bucket containers=r(1-60) objects=r(1-6000)
w40-s2-dispose-1,dispose-delete,0,0,128,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-60)
w41-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-60)
w41-s2-write-1,write,85393,21860608000,64,449.39,447.51,370,650,1010,1500,2780,8310,142.38,36448381.47,100%,100% cprefix=s3bucket containers=r(1-10) objects=r(1-1000) sizes=c(256)KB
w41-s2-write-2,write,84807,21710592000,64,452.52,450.67,380,660,1030,1520,2800,6910,141.39,36196068.54,100%,100% cprefix=s3bucket containers=r(11-20) objects=r(1001-2000) sizes=c(256)KB
w41-s2-write-3,write,85262,21827072000,64,450.14,448.28,380,660,1000,1480,2790,6730,142.14,36388057.4,100%,100% cprefix=s3bucket containers=r(21-30) objects=r(2001-3000) sizes=c(256)KB
w41-s2-write-4,write,84485,21628160000,64,454.28,452.41,380,660,1020,1510,2800,7960,140.85,36056754.97,100%,100% cprefix=s3bucket containers=r(31-40) objects=r(3001-4000) sizes=c(256)KB
w41-s2-write-5,write,85236,21820416000,64,450.25,448.38,370,650,1020,1510,2820,10890,142.11,36379156.69,100%,100% cprefix=s3bucket containers=r(41-50) objects=r(4001-5000) sizes=c(256)KB
w41-s2-write-6,write,84900,21734400000,64,452,450.12,380,660,1020,1500,2800,10380,141.55,36237793.47,100%,100% cprefix=s3bucket containers=r(51-60) objects=r(5001-6000) sizes=c(256)KB
w42-s1-read-1,read,164954,42228224000,64,116.31,115.88,90,200,310,410,620,1150,550.16,140840776.09,100%,100% cprefix=s3bucket containers=r(1-10) objects=r(1-1000) timeout=30000
w42-s1-read-2,read,157293,40267008000,64,121.99,121.56,90,220,330,430,670,1940,524.54,134283204.4,100%,100% cprefix=s3bucket containers=r(11-20) objects=r(1001-2000) timeout=30000
w42-s1-read-3,read,162095,41496320000,64,118.39,117.96,100,210,310,410,600,2050,540.5,138368865.09,100%,100% cprefix=s3bucket containers=r(21-30) objects=r(2001-3000) timeout=30000
w42-s1-read-4,read,161229,41274624000,64,118.99,118.56,90,210,330,440,620,1220,537.79,137674829.8,100%,100% cprefix=s3bucket containers=r(31-40) objects=r(3001-4000) timeout=30000
w42-s1-read-5,read,168775,43206400000,64,113.7,113.25,90,200,310,410,620,1460,562.77,144067844.75,100%,100% cprefix=s3bucket containers=r(41-50) objects=r(4001-5000) timeout=30000
w42-s1-read-6,read,161178,41261568000,64,119.05,118.61,90,210,330,440,680,1170,537.5,137599264.13,100%,100% cprefix=s3bucket containers=r(51-60) objects=r(5001-6000) timeout=30000
w43-s1-cleanup-1,cleanup-delete,360000,0,128,8.5,8.5,10,10,10,20,20,45620,19365.2,0,100%,100% cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) deleteContainer=false cprefix=s3bucket containers=r(1-60) objects=r(1-6000)
w43-s2-dispose-1,dispose-delete,0,0,128,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-60)
w44-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-60)
w44-s2-write-1,write,40087,20524544000,64,954.07,950.39,510,1360,3090,4490,6770,13470,67.07,34339846.29,100%,100% cprefix=s3bucket containers=r(1-10) objects=r(1-1000) sizes=c(512)KB
w44-s2-write-2,write,41295,21143040000,64,926.31,922.66,520,1320,2940,4250,6620,18350,69.08,35368913.62,100%,100% cprefix=s3bucket containers=r(11-20) objects=r(1001-2000) sizes=c(512)KB
w44-s2-write-3,write,39216,20078592000,64,975.33,971.66,520,1430,3250,4540,6710,14140,65.61,33593020.99,100%,100% cprefix=s3bucket containers=r(21-30) objects=r(2001-3000) sizes=c(512)KB
w44-s2-write-4,write,41228,21108736000,64,927.46,923.79,510,1300,2940,4310,6890,12490,68.99,35325101.2,100%,100% cprefix=s3bucket containers=r(31-40) objects=r(3001-4000) sizes=c(512)KB
w44-s2-write-5,write,41177,21082624000,64,928.18,924.48,500,1310,3020,4450,6630,16370,68.94,35297985.84,100%,100% cprefix=s3bucket containers=r(41-50) objects=r(4001-5000) sizes=c(512)KB
w44-s2-write-6,write,42001,21504512000,64,909.14,905.45,470,1230,2880,4390,7030,13640,70.38,36036977.72,100%,100% cprefix=s3bucket containers=r(51-60) objects=r(5001-6000) sizes=c(512)KB
w45-s1-read-1,read,71919,36822528000,64,266.72,266.04,210,480,700,890,1760,2710,239.93,122844886.81,100%,100% cprefix=s3bucket containers=r(1-10) objects=r(1-1000) timeout=30000
w45-s1-read-2,read,72874,37311488000,64,263.27,262.62,200,470,730,940,1520,3060,243.08,124456893.09,100%,100% cprefix=s3bucket containers=r(11-20) objects=r(1001-2000) timeout=30000
w45-s1-read-3,read,67368,34492416000,64,284.73,284.09,220,510,730,1010,1730,2930,224.76,115075166.01,100%,100% cprefix=s3bucket containers=r(21-30) objects=r(2001-3000) timeout=30000
w45-s1-read-4,read,70020,35850240000,64,273.88,273.23,190,460,810,1040,1900,3280,233.66,119635009.06,100%,100% cprefix=s3bucket containers=r(31-40) objects=r(3001-4000) timeout=30000
w45-s1-read-5,read,69709,35691008000,64,275.07,274.43,200,500,770,990,1610,3280,232.65,119116712.63,100%,100% cprefix=s3bucket containers=r(41-50) objects=r(4001-5000) timeout=30000
w45-s1-read-6,read,66916,34260992000,64,286.61,285.95,160,530,920,1120,1700,3790,223.29,114322006.62,100%,100% cprefix=s3bucket containers=r(51-60) objects=r(5001-6000) timeout=30000
w46-s1-cleanup-1,cleanup-delete,360000,0,128,8.4,8.4,10,10,10,20,20,45580,19530.28,0,100%,100% cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) deleteContainer=false cprefix=s3bucket containers=r(1-60) objects=r(1-6000)
w46-s2-dispose-1,dispose-delete,0,0,128,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-60)
w47-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-60)
w47-s2-write-1,write,4260,17040000000,64,8913.76,8831.57,10140,14030,16270,18610,25540,30180,7.18,28720601.7,100%,100% cprefix=s3bucket containers=r(1-10) objects=r(1-1000) sizes=c(4)MB timeout=30000
w47-s2-write-2,write,4659,18636000000,64,8139.37,8064.56,9180,11560,14110,16480,24370,30140,7.86,31450882.29,100%,100% cprefix=s3bucket containers=r(11-20) objects=r(1001-2000) sizes=c(4)MB timeout=30000
w47-s2-write-3,write,4143,16572000000,64,9173.92,9092.86,10430,14580,16860,18880,25800,30180,6.98,27901456.01,100%,100% cprefix=s3bucket containers=r(21-30) objects=r(2001-3000) sizes=c(4)MB timeout=30000
w47-s2-write-4,write,4543,18172000000,64,8378.32,8300.34,9340,12450,14440,16550,24440,30060,7.64,30552159.13,100%,100% cprefix=s3bucket containers=r(31-40) objects=r(3001-4000) sizes=c(4)MB timeout=30000
w47-s2-write-5,write,4200,16800000000,64,9046.95,8967.93,10480,13970,16150,18100,25550,30100,7.07,28295431.1,100%,100% cprefix=s3bucket containers=r(41-50) objects=r(4001-5000) sizes=c(4)MB timeout=30000
w47-s2-write-6,write,4390,17560000000,64,8661.12,8592.41,10030,13060,14930,18010,25830,30190,7.39,29555266.52,100%,100% cprefix=s3bucket containers=r(51-60) objects=r(5001-6000) sizes=c(4)MB timeout=30000
w49-s1-read-1,read,1236,4944000000,64,1484.7,634.41,1540,2070,2790,3550,4840,6250,43.11,172425704.8,100%,100% cprefix=s3bucket containers=r(1-10) objects=r(1-1000) timeout=30000
w49-s1-read-2,read,1002,4008000000,64,1829.23,742.27,1750,2810,3570,4990,7230,7900,34.98,139936356.4,100%,100% cprefix=s3bucket containers=r(11-20) objects=r(1001-2000) timeout=30000
w49-s1-read-3,read,956,3824000000,64,1931.02,749.78,2050,2890,3720,4880,6950,8810,33.16,132644598.14,100%,100% cprefix=s3bucket containers=r(21-30) objects=r(2001-3000) timeout=30000
w49-s1-read-4,read,849,3396000000,64,2140.43,701.74,1870,3520,4210,6600,8060,8460,29.87,119477305.38,100%,100% cprefix=s3bucket containers=r(31-40) objects=r(3001-4000) timeout=30000
w49-s1-read-5,read,1261,5044000000,64,1483.36,637.18,1430,2370,3060,3580,4750,5830,43.15,172600153.51,100%,100% cprefix=s3bucket containers=r(41-50) objects=r(4001-5000) timeout=30000
w49-s1-read-6,read,881,3524000000,64,2070.78,806.84,2010,3050,4190,6270,8080,11460,30.9,123584613.97,100%,100% cprefix=s3bucket containers=r(51-60) objects=r(5001-6000) timeout=30000
w50-s1-cleanup-1,cleanup-delete,360000,0,128,8.25,8.25,10,10,10,20,20,44950,19969.69,0,100%,100% cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) cprefix=s3bucket containers=r(1-60) objects=r(1-6000) deleteContainer=false cprefix=s3bucket containers=r(1-60) objects=r(1-6000)
w50-s2-dispose-1,dispose-delete,0,0,128,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-60)
w51-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-60)
w53-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-60)
w54-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-60)
w55-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-60)
